"id","name","tag_id","periodo","descripcion","marca","ean","codigo_ref_proveedor","proveedor","trazabilidad_levantamiento","actor_relevante","origen","eye","raee","pilas","neumaticos","baterias","aceite_y_lubrcante","textil","stage_id"
"__export__.x_productos_61202_002ed53f","20235623","P2021","2021","SALSA OSTRA THAI PRIDE 295 ML.","THAI PRIDE","","","EXOTIC FOOD PUBLIC CO. LTD.","MMPP/EXOTIC FOOD PUBLIC CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61203_b9bd3dc6","20235626","P2021","2021","CURRY ROJO THAI PRIDE 195 G","THAI PRIDE","","","EXOTIC FOOD PUBLIC CO. LTD.","MMPP/EXOTIC FOOD PUBLIC CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61204_7b5861cc","20235628","P2021","2021","CURRY AMARILLA THAI PRIDE 195 G","THAI PRIDE","","","EXOTIC FOOD PUBLIC CO. LTD.","MMPP/EXOTIC FOOD PUBLIC CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61227_4a91f51f","20236689","P2021,P2022,P2023","2021,2022,2023","CABRITAS MICROONDAS TOTTUS DULCE 91GR","TOTTUS","","","COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","MMPP/COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61229_47d88012","20236693","P2021,P2022,P2023","2021,2022,2023","CABRITAS LISTAS TOTTUS CARAMELO 250GR","TOTTUS","","","COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","MMPP/COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61241_21428387","20241803","P2021,P2022","2021,2022","JUGO DE CRANBERRY 1.89 LT SANTORINI","SANTORINI","","","MULTIFOODS S.A.C.","MMPP/MULTIFOODS S.A.C.","Luz Gomez","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61243_73bb649d","20243851","P2021","2021","ALIMENTO P. RAZAS PEQUEÑAS TOTTUS 1.5 KG.","TOTTUS","","","EXTRUDER S.A.","MMPP/EXTRUDER S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61244_85518d18","20243882","P2021","2021","ALIMENTO P. RAZAS PEQUEÑAS TOTTUS 3 KG.","TOTTUS","","","EXTRUDER S.A.","MMPP/EXTRUDER S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61245_369471f0","20243883","P2021","2021","ALIMENTO P. RAZAS PEQUEÑAS TOTTUS 8 KG.","TOTTUS","","","EXTRUDER S.A.","MMPP/EXTRUDER S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61247_74586412","20245224","P2021","2021","PIZZA 4 QUESOS TOTTUS 320 GR","TOTTUS","","","ITALPIZZA S.R.L.","MMPP/ITALPIZZA S.R.L.","Sebastian Luttecke","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61249_0e752b9d","20245228","P2021,P2022,P2023","2021,2022,2023","DETERGENTE LIQ. 5 LT PRECIO UNO .","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61266_10b3e34e","20248677","P2021,P2022,P2023","2021,2022,2023","TE BLEND EN BOLSITA PRECIO UNO 20 UN.","PRECIO UNO","","","TEA TRENDS EXPORTS LTD.","MMPP/TEA TRENDS EXPORTS LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61267_c7341654","20248678","P2021,P2022,P2023","2021,2022,2023","TE BLEND EN BOLSITA PRECIO UNO 100 UN","PRECIO UNO","","","TEA TRENDS EXPORTS LTD.","MMPP/TEA TRENDS EXPORTS LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_61268_469b97d9","20248681","P2021,P2022,P2023","2021,2022,2023","SUCRALOSA LIQ. TOTTUS 400 ML","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61269_03459297","20248682","P2021,P2022,P2023","2021,2022,2023","SUCRALOSA TABLETAS TOTTUS 300 UNDS.","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61270_acc6575f","20248683","P2021,P2022,P2023","2021,2022,2023","STEVIA LIQUIDA TOTTUS  270 ML","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61271_9caa464c","20248684","P2021,P2022,P2023","2021,2022,2023","STEVIA TABLETAS TOTTUS  440 UNDS.","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61272_1b6aef4c","20248685","P2021,P2022,P2023","2021,2022,2023","STEVIA TABLETAS TOTTUS  110 UNDS.","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61273_374123c1","20251404","P2021,P2022,P2023","2021,2022,2023","SALSA 4 QUESOS EN POLVO TOTTUS 35 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61274_676f89c9","20251405","P2021,P2022,P2023","2021,2022,2023","SALSA BLANCA EN POLVO TOTTUS 36 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61275_50ddaf92","20251414","P2021,P2022,P2023","2021,2022,2023","SALSA ALFREDO EN POLVO TOTTUS 36 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61276_cc1695b1","20251415","P2021,P2022,P2023","2021,2022,2023","SALSA CHAMPIÑONES EN POLVO TOTTUS 30 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61277_da2b04f9","20251416","P2021,P2022,P2023","2021,2022,2023","SALSA PESTO EN POLVO  TOTTUS 30 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61278_2d4f6f61","20251417","P2021","2021","SOPA POLLO CON ARROZ TOTTUS 62 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61279_c46fb806","20251419","P2021,P2022,P2023","2021,2022,2023","SOPA POLLO CON SEMOLA TOTTUS 62 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61280_0f1bec2f","20251421","P2021,P2022,P2023","2021,2022,2023","CREMA DE TOMATES TOTTUS 68 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61281_fd4606ad","20251422","P2021,P2022,P2023","2021,2022,2023","CREMA DE CHAMPIÑONES TOTTUS 68 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61282_125593f5","20252474","P2021,P2022,P2023","2021,2022,2023","LIMPIADOR CREMA TRADICIONAL  TOTTUS 750 GR","TOTTUS","","","LAB. INTERNACIONAL DE COSMETICOS  S.A","MMPP/LAB. INTERNACIONAL DE COSMETICOS  S.A","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61283_d0ae46f3","20252475","P2021,P2022,P2023","2021,2022,2023","LUSTRAMUEBLES TOTTUS 250 CC","TOTTUS","","","LAB. INTERNACIONAL DE COSMETICOS  S.A","MMPP/LAB. INTERNACIONAL DE COSMETICOS  S.A","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61285_9404db01","20253445","P2021,P2023","2021,2023","SALMON EN ACEITE TOTTUS 170 GRS","TOTTUS","","","PESQUERA TRANS ANTARTIC LTDA.","MMPP/PESQUERA TRANS ANTARTIC LTDA.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61286_ece60d02","20253446","P2021","2021","SALMON AL NATURAL  TOTTUS 170 GRS","TOTTUS","","","PESQUERA TRANS ANTARTIC LTDA.","MMPP/PESQUERA TRANS ANTARTIC LTDA.","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61287_1487c3c6","20253447","P2021","2021","SALMON CON SABOR AHUMADO TOTTUS 170 GRS","TOTTUS","","","PESQUERA TRANS ANTARTIC LTDA.","MMPP/PESQUERA TRANS ANTARTIC LTDA.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61288_75741832","20254772","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS PIMIENTO TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61289_2e91eb71","20254773","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS DE ATUN TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61290_fff69352","20254774","P2021","2021","ACEITUNAS RELLENAS CEBOLLA LORETO 200 G","LORETO","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_61291_bad1c3c7","20254775","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS DE QUESO TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61292_8069fb3a","20254776","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS SALMON TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61293_b4fa98e3","20254844","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS ANCHOA TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61294_0eb443a8","20254846","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS DE AJO TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61295_227d7455","20254847","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS DE LIMON TOTTUS 200 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61296_46a620ad","20254848","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENA PIMIENTO 350 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61297_44b2387a","20254849","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS ANCHOA 350 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_61298_40ef63c6","20254850","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS RELLENAS SALMON 350 G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61299_fd82e726","20254854","P2021,P2022,P2023","2021,2022,2023","ACEITUNAS VERDES DESHUESADAS TOTTUS 235G","TOTTUS","","","ANGEL CAMACHO ALIMENTACION S.L.","MMPP/ANGEL CAMACHO ALIMENTACION S.L.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61300_53a3c793","20256218","P2021,P2022,P2023","2021,2022,2023","CABRITAS LISTAS CARAMELO TOTTUS 140 GR","TOTTUS","","","COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","MMPP/COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61301_48992e47","20256219","P2021,P2022,P2023","2021,2022,2023","CABRITAS LISTAS CHOCOLATE TOTTUS 250 GR","TOTTUS","","","COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","MMPP/COM. FRUTOS DEL PAIS Y PROD. AGRICOLAS L","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61302_76fa6034","20256221","P2021,P2022,P2023","2021,2022,2023","ARENA SAN. PREMIUN SILICA GEL TOTTUS 2KG","TOTTUS","","","COMERCIALIZADORA JAL LTDA","MMPP/COMERCIALIZADORA JAL LTDA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61303_b58b042a","20256222","P2021,P2022,P2023","2021,2022,2023","ARENA SAN. PREMIUN SILICA GEL TOTTUS 6KG","TOTTUS","","","COMERCIALIZADORA JAL LTDA","MMPP/COMERCIALIZADORA JAL LTDA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61312_3996de9d","20259287","P2021,P2022,P2023","2021,2022,2023","PEPINOS CONDIMENTADOS MAMMINGER 720 ML","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61313_e2bfc1f8","20259288","P2021","2021","PEPINILLOS AGRIDULCE MAMMINGER 370GRS","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61314_542d4f1b","20259289","P2021","2021","CHUCRUT AL VINO  MAMMINGER 850 ML","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61315_a1678a69","20259290","P2021","2021","PICKLES MIX MAMMINGER 370 ML","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61316_bfd575b1","20259292","P2021,P2022,P2023","2021,2022,2023","PEPINOS EN BASTONES MAMMINGER 720 ML","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61317_68fe86a2","20259293","P2021,P2022,P2023","2021,2022,2023","PEPINOS AGRIDULCES MAMMINGER 1700 ML","MAMMINGER","","","MAMMINGER KONSERVEN GMBH Y CO. KG","MMPP/MAMMINGER KONSERVEN GMBH Y CO. KG","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61330_1d665650","20261342","P2021,P2022,P2023","2021,2022,2023","HAMB. CASERA SAB. CHEDDAR TOTTUS  100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61331_d1ede80c","20261343","P2021,P2022,P2023","2021,2022,2023","HAMB. CASERA SAB. TOCINO TOTTUS 100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61332_61a56000","20261344","P2021,P2022,P2023","2021,2022,2023","HAMB. CASERA  BBQ TOTTUS  100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61333_f734b2e9","20261345","P2021,P2022,P2023","2021,2022,2023","HAMBURGUESA CASERA XL TOTTUS 185 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61334_daf803f1","20261346","P2021,P2022,P2023","2021,2022,2023","HAMBURGUESA CASERA TOTTUS  100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61335_e4a9b014","20261347","P2021,P2022,P2023","2021,2022,2023","HAMB. CASERA MERKEN TOTTUS 100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61336_16e55317","20261348","P2021,P2022,P2023","2021,2022,2023","HAMB. CASERA OREGANO TOTTUS 100 GR.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61338_0ab5c4c0","20262089","P2021","2021","MOSTACCIOLLI TOTTUS 400 GRS.","TOTTUS","","","COMPAÑIA MOLINERA DEL CENTRO S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_61339_9afb182c","20262090","P2021","2021","CARACOL TOTTUS 400 GRS.","TOTTUS","","","COMPAÑIA MOLINERA DEL CENTRO S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61340_09e2535e","20262091","P2021","2021","LETRAS Y NUMEROS TOTTUS 250 GRS.","TOTTUS","","","COMPAÑIA MOLINERA DEL CENTRO S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61361_e3f719c7","20262623","P2021,P2022,P2023","2021,2022,2023","HUESO ENTRETENCION CHICO 3 A 4 TOTTUS","TOTTUS","","","CASABELLA LIMITADA","MMPP/CASABELLA LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61362_9665a96f","20262624","P2021,P2022,P2023","2021,2022,2023","SNACK HUESO ENTRETENCIÓN GRANDE 5 A 6","TOTTUS","","","CASABELLA LIMITADA","MMPP/CASABELLA LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61363_8eb48c09","20262625","P2021,P2022","2021,2022","CHIPS MASCOTAS-PAPAS FRITAS TOTTUS","TOTTUS","","","CASABELLA LIMITADA","MMPP/CASABELLA LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61364_83bae429","20262659","P2021,P2023","2021,2023","HUESO ENTRETENCION EXTRA 7 A 8 TOTTUS","TOTTUS","","","CASABELLA LIMITADA","MMPP/CASABELLA LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61365_505fb7a0","20262692","P2021,P2022,P2023","2021,2022,2023","BEBIDA INSTANT. EN POLVO NARJ TOTTUS 8GR","TOTTUS","","","ALIMENTOS SUMARCA S.A.","MMPP/ALIMENTOS SUMARCA S.A.","Luz Gomez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61366_d930563d","20262693","P2021,P2022,P2023","2021,2022,2023","BEBIDA INSTANT. EN POLVO PINA TOTTUS 8GR","TOTTUS","","","ALIMENTOS SUMARCA S.A.","MMPP/ALIMENTOS SUMARCA S.A.","Luz Gomez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61367_2afa10bf","20262694","P2021,P2022,P2023","2021,2022,2023","BEBIDA INSTANT. EN POLVO DRZN TOTTUS 8GR","TOTTUS","","","ALIMENTOS SUMARCA S.A.","MMPP/ALIMENTOS SUMARCA S.A.","Luz Gomez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61368_4b9bf00d","20262695","P2021,P2022,P2023","2021,2022,2023","BEBIDA INSTANT. EN POLVO FRUT TOTTUS 8GR","TOTTUS","","","ALIMENTOS SUMARCA S.A.","MMPP/ALIMENTOS SUMARCA S.A.","Luz Gomez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61369_2616e389","20262696","P2021,P2022,P2023","2021,2022,2023","BEBIDA INSTANT. EN POLVO MANZ TOTTUS 8GR","TOTTUS","","","ALIMENTOS SUMARCA S.A.","MMPP/ALIMENTOS SUMARCA S.A.","Luz Gomez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61374_42da0ccb","20263779","P2021,P2022,P2023","2021,2022,2023","BASE PARA APANAR POLLO  CARNE TOTTUS 90G","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61375_af84c355","20263780","P2021,P2022,P2023","2021,2022,2023","BASE PARA PESCADO FRITO TOTTUS 90G","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61376_c85e2fb4","20263781","P2021,P2022,P2023","2021,2022,2023","BASE PARA HAMBURGUESA TOTTUS 90G","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61378_4072fe96","20264349","P2021,P2022,P2023","2021,2022,2023","SOPA INDIVIDUAL ESPARRAGOS TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61379_b4efe59a","20264350","P2021,P2022,P2023","2021,2022,2023","SOPA INDIVIDUAL TOMATE TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61380_91914f53","20264351","P2021,P2022,P2023","2021,2022,2023","SOPA INDIVIDUAL CHAMPIÑONES TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_61381_c83480c6","20264352","P2021,P2022,P2023","2021,2022,2023","SOPA INDIVIDUAL CHOCLO TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61382_3e100fa5","20264353","P2021","2021","SOPA INDIVIDUAL VEGETALES TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61383_efe3ce16","20264354","P2021,P2022,P2023","2021,2022,2023","SOPA INDIVIDUAL DE POLLO TOTTUS 14 GR","TOTTUS","","","ALIMENTOS MACRO FOOD SPA","MMPP/ALIMENTOS MACRO FOOD SPA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61384_2b4342de","20264389","P2021,P2022,P2023","2021,2022,2023","LIMPIADOR CREMA LIMON  TOTTUS 750 GR","TOTTUS","","","LAB. INTERNACIONAL DE COSMETICOS  S.A","MMPP/LAB. INTERNACIONAL DE COSMETICOS  S.A","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61385_2889064c","20264390","P2021,P2022,P2023","2021,2022,2023","LUSTRAMUEBLES TOTTUS 500 ML","TOTTUS","","","LAB. INTERNACIONAL DE COSMETICOS  S.A","MMPP/LAB. INTERNACIONAL DE COSMETICOS  S.A","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61386_28dfe5a0","20264412","P2021,P2022,P2023","2021,2022,2023","LAVALOZA 5 LT. PRECIO UNO .","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_61397_b0ee0742","20268783","P2021,P2022,P2023","2021,2022,2023","CUPS SOPA INST. F.  CAMARON TOTTUS 65 GR","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61398_4ff66e7d","20268784","P2021,P2022,P2023","2021,2022,2023","CUPS SOPA INST.  F. CARNE TOTTUS 65 GR","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_61399_085c891c","20268786","P2021,P2022,P2023","2021,2022,2023","CUPS SOPA INST. F. POLLO  TOTTUS 65 GR","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
