"id","name","familia_de_partes","producto","descripcion","indice_reciclabilidad","peso_informado","categoria_elemento","tipo_de_parte","es_domiciliario","caracteristicas_reciclable","caracteristicas_retornable","peligrosidad","maetrial","composicion_material","caracteristicas_compostable","caracteristicas_material","producto_por_envase","proporcion_por_envase","tipo_raee","tipo_de_pila","cantidad_pilas","tipo_bateria","name_bateria","tipo_aceite_lubricante","volumen","tipo_neumatico","cantidad_neumatico","material_textil",ratio_textil
"__export__.x_materialidad_3593_55d89214","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433233","MOCHILA REGULAR NEGRA","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","20","0.0196078431372549",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1799_494de29f","POLYBAG","BOLSAS","20433233","MOCHILA REGULAR NEGRA","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1798_5198fddc","HANGTAG","ETIQUETA","20433233","MOCHILA REGULAR NEGRA","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1801_cdbbfccc","MASTER BOX","CAJA","20433233","MOCHILA REGULAR NEGRA","0","3000","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","40","0.99502487562189",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3594_5b39eed7","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433233","MOCHILA REGULAR NEGRA","0","15","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","40","0.00497512437810945",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3596_9fa60064","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433234","MOCHILA REGULAR CORAL","0","15","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","40","0.00497512437810945",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1816_2a9f7cef","BOX","CAJA","20433234","MOCHILA REGULAR CORAL","0","1000","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","20","0.980392156862745",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3595_84b16e34","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433234","MOCHILA REGULAR CORAL","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","20","0.0196078431372549",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1817_e17c7213","MASTER BOX","CAJA","20433234","MOCHILA REGULAR CORAL","0","3000","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","40","0.99502487562189",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1814_df14ef9f","HANGTAG","ETIQUETA","20433234","MOCHILA REGULAR CORAL","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1815_aa29958a","POLYBAG","BOLSAS","20433234","MOCHILA REGULAR CORAL","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1819_f4803fe3","POLYBAG","BOLSAS","20433235","MOCHILA REGULAR AZUL (NAVY)","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3597_37a580b5","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433235","MOCHILA REGULAR AZUL (NAVY)","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","20","0.0196078431372549",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1820_a501e40c","BOX","CAJA","20433235","MOCHILA REGULAR AZUL (NAVY)","0","1000","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","20","0.980392156862745",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1821_70fc9047","MASTER BOX","CAJA","20433235","MOCHILA REGULAR AZUL (NAVY)","0","3000","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","40","0.99502487562189",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3598_ddc2888e","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20433235","MOCHILA REGULAR AZUL (NAVY)","0","15","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","40","0.00497512437810945",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1818_e640d501","HANGTAG","ETIQUETA","20433235","MOCHILA REGULAR AZUL (NAVY)","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1826_a0dd4d6d","HANGTAG","ETIQUETA","20402904","(D)MOCHILA JUVENIL VERDE OSCURO","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3599_b7db26c3","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20402904","(D)MOCHILA JUVENIL VERDE OSCURO","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","10","0.0099009900990099",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1827_d646a80c","POLYBAG","BOLSAS","20402904","(D)MOCHILA JUVENIL VERDE OSCURO","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1828_0ade6300","BOX","CAJA","20402904","(D)MOCHILA JUVENIL VERDE OSCURO","0","2000","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","10","0.99009900990099",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3600_30442062","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20402903","(D)MOCHILA JUVENIL GRIS","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","10","0.0099009900990099",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1830_1a1ab426","POLYBAG","BOLSAS","20402903","(D)MOCHILA JUVENIL GRIS","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1831_79daf2da","BOX","CAJA","20402903","(D)MOCHILA JUVENIL GRIS","0","2000","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","10","0.99009900990099",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1829_0626141c","HANGTAG","ETIQUETA","20402903","(D)MOCHILA JUVENIL GRIS","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1802_9ba7630f","HANGTAG","ETIQUETA","20404913","(D)MOCHILAS AMARRAS LINEAS BLACK","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.75",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1803_27726f43","POLYBAG","BOLSAS","20404913","(D)MOCHILAS AMARRAS LINEAS BLACK","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.25",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3601_c5a52f38","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20404913","(D)MOCHILAS AMARRAS LINEAS BLACK","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","24","0.00662251655629139",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_1804_a2027561","BOX","CAJA","20404913","(D)MOCHILAS AMARRAS LINEAS BLACK","0","3000","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","24","0.993377483443709",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2028_15cb49a0","POLYBAG","BOLSAS","20402926","(D)ESTUCHE DOBLE COLORES","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.166666666666667",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3602_bba73212","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20402926","(D)ESTUCHE DOBLE COLORES","0","20","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","48","0.0625",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3603_e2de666b","adhesive tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20402926","(D)ESTUCHE DOBLE COLORES","0","15","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","96","0.00744416873449132",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2029_f31d0b5c","BOX","CAJA","20402926","(D)ESTUCHE DOBLE COLORES","0","300","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","48","0.9375",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2030_c8d0265c","MASTER BOX","CAJA","20402926","(D)ESTUCHE DOBLE COLORES","0","2000","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","96","0.992555831265509",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2027_5ef4ace2","HANGTAG","ETIQUETA","20402926","(D)ESTUCHE DOBLE COLORES","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.833333333333333",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2115_36627e42","etiqueta","ETIQUETA","20439166","CUAD. COLLEGE OFISCOOL 80 HJS 7 MM MMPP","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Otros envases PET (1)",,"no aplica","flexible","1","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2116_2ff590cd","CARTON","CAJA","20439166","CUAD. COLLEGE OFISCOOL 80 HJS 7 MM MMPP","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","60","0.980392156862745",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2114_7ae98ae3","plastico","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20439166","CUAD. COLLEGE OFISCOOL 80 HJS 7 MM MMPP","0","28.72","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","10","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2117_a8d87f99","CINTA ADHESIVA","CINTA ADHESIVA- PEGAMENTOS-TAPE","20439166","CUAD. COLLEGE OFISCOOL 80 HJS 7 MM MMPP","0","5","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","60","0.0196078431372549",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2121_b3a1aa11","CARTON","CAJA","20439167","CUAD. UNIVERSITARIO OFISCOOL ESP DOBLE MMPP","0","280","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","60","0.982456140350877",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2120_69cabac7","plastico","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20439167","CUAD. UNIVERSITARIO OFISCOOL ESP DOBLE MMPP","0","36","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","10","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3608_a4d4101f","ETIQUETA","ETIQUETA","20439167","CUAD. UNIVERSITARIO OFISCOOL ESP DOBLE MMPP","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Otros envases PET (1)",,"no aplica","flexible","1","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2122_aabbf01d","TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20439167","CUAD. UNIVERSITARIO OFISCOOL ESP DOBLE MMPP","0","5","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","60","0.0175438596491228",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3609_3a01fb23","ETIQUETA","ETIQUETA","20459427","CUAD. TOP OFISCOOL 7 MM 120 HJ MMPP","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Otros envases PET (1)",,"no aplica","flexible","1","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3610_8f28f9fc","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20459427","CUAD. TOP OFISCOOL 7 MM 120 HJ MMPP","0","15","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","24","0.0566037735849057",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2119_4901b459","carton","CAJA","20459427","CUAD. TOP OFISCOOL 7 MM 120 HJ MMPP","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","24","0.943396226415094",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2118_5894700e","plastico","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20459427","CUAD. TOP OFISCOOL 7 MM 120 HJ MMPP","0","28.72","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","4","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3621_3e111740","plastico","BOLSAS","20389286","(D)ESTUCHE WATERCOLOR","0","42.6","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.689320388349515",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3623_3704f553","carton","CAJA","20389286","(D)ESTUCHE WATERCOLOR","0","54.7","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","30","0.784791965566715",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3626_5690ac77","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20389286","(D)ESTUCHE WATERCOLOR","0","20","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","120","0.0740740740740741",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3622_9a4a52a9","carton","ETIQUETA","20389286","(D)ESTUCHE WATERCOLOR","0","19.2","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.310679611650486",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3625_9275ee1e","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20389286","(D)ESTUCHE WATERCOLOR","0","15","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","30","0.215208034433285",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3624_eca5dede","carton","CAJA","20389286","(D)ESTUCHE WATERCOLOR","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","120","0.925925925925926",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2098_f57d916f","plastico","BOLSAS","20399087","(D)3 LAPICES METALICOS BRUSH LETTERING","0","42.6","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","rigido","1","0.261413843888071",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3612_69cccc4d","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20399087","(D)3 LAPICES METALICOS BRUSH LETTERING","0","20","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","192","0.0740740740740741",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2100_5b3a8844","CARTON","CAJA","20399087","(D)3 LAPICES METALICOS BRUSH LETTERING","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","192","0.925925925925926",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2097_8e466447","carton","CAJA","20399087","(D)3 LAPICES METALICOS BRUSH LETTERING","0","120.36","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","1","0.738586156111929",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2099_459c3a97","carton","CAJA","20399087","(D)3 LAPICES METALICOS BRUSH LETTERING","0","54.7","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","cartulina","24","0.784791965566714",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3618_5f14d45f","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20399092","(D)3 LIBRETAS BRUSH LETTERING","0","20","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","72","0.0740740740740741",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2101_0ffc50e3","plastico","BOLSAS","20399092","(D)3 LIBRETAS BRUSH LETTERING","0","42.6","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3617_4eb3c26b","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20399092","(D)3 LIBRETAS BRUSH LETTERING","0","15","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","12","0.215208034433285",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2103_67d5d933","carton","CAJA","20399092","(D)3 LIBRETAS BRUSH LETTERING","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","72","0.925925925925926",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2102_2c647390","carton","CAJA","20399092","(D)3 LIBRETAS BRUSH LETTERING","0","54.7","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","12","0.784791965566714",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2108_9ade4c94","plastico","BOLSAS","20399093","(D)INSTRUCTIVO BRUSH LETTERING","0","42.6","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","1",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3619_36643cd8","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20399093","(D)INSTRUCTIVO BRUSH LETTERING","0","15","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","12","0.354191263282172",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3620_5d53b537","ADHESIVE TAPE","CINTA ADHESIVA- PEGAMENTOS-TAPE","20399093","(D)INSTRUCTIVO BRUSH LETTERING","0","20","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","96","0.0740740740740741",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2109_846e5c4c","carton","CAJA","20399093","(D)INSTRUCTIVO BRUSH LETTERING","0","54.7","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","24","0.645808736717828",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2110_84aca010","carton","CAJA","20399093","(D)INSTRUCTIVO BRUSH LETTERING","0","250","EYE NO Domiciliario","TERCIARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","96","0.925925925925926",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2839_d1b6e158","Giftbox","CAJA","20424789","(D)SMART TV 32"" HD BORDERLESS LT-32KB197  JVC.","0","900","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.817438692098093",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3431_979b9dde","RAEE",,"20424789","(D)SMART TV 32"" HD BORDERLESS LT-32KB197  JVC.","0","5100","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3664_43185b5d","PILAS",,"20424789","(D)SMART TV 32"" HD BORDERLESS LT-32KB197  JVC.","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2837_f7c0ef37","Plastic packing bag","BOLSAS","20424789","(D)SMART TV 32"" HD BORDERLESS LT-32KB197  JVC.","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000908265213442325",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2838_11482afc","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20424789","(D)SMART TV 32"" HD BORDERLESS LT-32KB197  JVC.","0","200","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.181653042688465",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2660_26a35c27","Giftbox","CAJA","20439468","(D)SMART TV 32"" HD LT-32KB185 JVC","0","900","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.817438692098093",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2658_671ddea1","Plastic packing bag","BOLSAS","20439468","(D)SMART TV 32"" HD LT-32KB185 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000908265213442325",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2659_bf9174ab","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20439468","(D)SMART TV 32"" HD LT-32KB185 JVC","0","200","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.181653042688465",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3432_5fde540d","RAEE",,"20439468","(D)SMART TV 32"" HD LT-32KB185 JVC","0","3800","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3665_8344d4cd","PILAS",,"20439468","(D)SMART TV 32"" HD LT-32KB185 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2929_167b5aed","Tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","1.5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.00136054421768708",,,"0",,,,"0",,"0",,0
